kernel,config,latency,lut,dsp,ff,II,IL
atax,A_1_2_A_2_4_y_1_1__lp4_p_1_f,77.0,536.0,5.0,634.0,1.0,9.0
atax,A_1_2_A_2_4_y_1_2__lp4_p_2_f,45.0,931.0,10.0,1195.0,1.0,9.0
atax,A_1_2_A_2_4_y_1_8__lp4_p_8_f,29.0,2203.0,20.0,2997.0,2.0,10.0
atax,A_1_2_A_2_4_y_1_16__lp4_p_16_f,29.0,2741.0,20.0,4217.0,4.0,12.0
atax,tmp_1_1_A_1_1_A_2_4_y_1_64__lp3_p_1_f_lp4_p_64_f,1034.0,3410.0,20.0,6224.0,16.0,23.0
atax,tmp_1_2_A_1_2_A_2_4_y_1_64__lp3_p_2_f_lp4_p_64_f,526.0,5840.0,40.0,9403.0,16.0,27.0
atax,tmp_1_2_A_1_1_A_2_4_y_1_64__lp3_p_2_f_lp4_p_64_f,1034.0,4558.0,20.0,8363.0,32.0,39.0
atax,tmp_1_1_A_1_2_A_2_4_y_1_64__lp3_p_2_f_lp4_p_64_f,526.0,5880.0,40.0,9633.0,16.0,27.0
atax,tmp_1_1_A_1_1_A_2_4_y_1_64__lp3_p_2_f_lp4_p_64_f,1034.0,4572.0,20.0,8368.0,32.0,39.0
atax,tmp_1_1_A_1_1_A_2_8_y_1_1__lp3_n_1_f_lp4_p_1_f,4107.0,597.0,5.0,637.0,1.0,9.0
atax,A_1_1_A_2_8_y_1_1__lp4_p_1_f,77.0,521.0,5.0,634.0,1.0,9.0
atax,tmp_1_1_A_1_1_A_2_8_y_1_2__lp3_n_1_f_lp4_p_2_f,2059.0,1029.0,10.0,1256.0,1.0,9.0
atax,A_1_1_A_2_8_y_1_2__lp4_p_2_f,45.0,922.0,10.0,1195.0,1.0,9.0
atax,tmp_1_1_A_1_1_A_2_8_y_1_4__lp3_n_1_f_lp4_p_4_f,1035.0,1852.0,20.0,2352.0,1.0,9.0
atax,A_1_1_A_2_8_y_1_4__lp4_p_4_f,29.0,1778.0,20.0,2347.0,1.0,9.0
atax,tmp_1_1_A_1_1_A_2_8_y_1_16__lp3_n_1_f_lp4_p_16_f,523.0,4124.0,40.0,5611.0,2.0,10.0
atax,A_1_1_A_2_8_y_1_16__lp4_p_16_f,21.0,3941.0,40.0,5570.0,2.0,10.0
atax,A_1_2_A_2_8_y_1_1__lp4_p_1_f,77.0,582.0,5.0,635.0,1.0,9.0
atax,A_1_2_A_2_8_y_1_2__lp4_p_2_f,45.0,1023.0,10.0,1196.0,1.0,9.0
atax,A_1_2_A_2_8_y_1_4__lp4_p_4_f,29.0,1951.0,20.0,2348.0,1.0,9.0
atax,A_1_2_A_2_8_y_1_16__lp4_p_16_f,21.0,4206.0,40.0,5832.0,2.0,10.0
atax,tmp_1_1_A_1_1_A_2_8_y_1_64__lp3_p_1_f_lp4_p_64_f,522.0,5022.0,40.0,8276.0,8.0,15.0
atax,tmp_1_2_A_1_2_A_2_8_y_1_64__lp3_p_2_f_lp4_p_64_f,270.0,9310.0,80.0,14510.0,8.0,19.0
atax,tmp_1_2_A_1_1_A_2_8_y_1_64__lp3_p_2_f_lp4_p_64_f,522.0,6049.0,40.0,10407.0,16.0,23.0
atax,tmp_1_1_A_1_2_A_2_8_y_1_64__lp3_p_2_f_lp4_p_64_f,270.0,9330.0,80.0,14772.0,8.0,19.0
atax,tmp_1_1_A_1_1_A_2_8_y_1_64__lp3_p_2_f_lp4_p_64_f,522.0,6063.0,40.0,10412.0,16.0,23.0
atax,tmp_1_1_A_1_1_A_2_16_y_1_1__lp3_n_1_f_lp4_p_1_f,4107.0,619.0,5.0,638.0,1.0,9.0
atax,A_1_1_A_2_16_y_1_1__lp4_p_1_f,77.0,543.0,5.0,635.0,1.0,9.0
atax,tmp_1_1_A_1_1_A_2_16_y_1_2__lp3_n_1_f_lp4_p_2_f,2059.0,1085.0,10.0,1257.0,1.0,9.0
atax,A_1_1_A_2_16_y_1_2__lp4_p_2_f,45.0,978.0,10.0,1196.0,1.0,9.0
atax,tmp_1_1_A_1_1_A_2_16_y_1_4__lp3_n_1_f_lp4_p_4_f,1035.0,1976.0,20.0,2355.0,1.0,9.0
atax,A_1_1_A_2_16_y_1_4__lp4_p_4_f,29.0,1870.0,20.0,2294.0,1.0,9.0
atax,tmp_1_1_A_1_1_A_2_16_y_1_8__lp3_n_1_f_lp4_p_8_f,523.0,3503.0,40.0,4546.0,1.0,9.0
atax,A_1_1_A_2_16_y_1_8__lp4_p_8_f,21.0,3431.0,40.0,4543.0,1.0,9.0
atax,A_1_2_A_2_16_y_1_1__lp4_p_1_f,77.0,626.0,5.0,636.0,1.0,9.0
atax,A_1_2_A_2_16_y_1_2__lp4_p_2_f,45.0,1135.0,10.0,1197.0,1.0,9.0
atax,A_1_2_A_2_16_y_1_4__lp4_p_4_f,29.0,2175.0,20.0,2295.0,1.0,9.0
atax,A_1_2_A_2_16_y_1_8__lp4_p_8_f,21.0,3768.0,40.0,4544.0,1.0,9.0
atax,tmp_1_1_A_1_1_A_2_16_y_1_64__lp3_p_1_f_lp4_p_64_f,266.0,8104.0,80.0,12395.0,4.0,11.0
atax,tmp_1_2_A_1_2_A_2_16_y_1_64__lp3_p_2_f_lp4_p_64_f,266.0,9585.0,80.0,16555.0,8.0,15.0
atax,tmp_1_2_A_1_1_A_2_16_y_1_64__lp3_p_2_f_lp4_p_64_f,266.0,9570.0,80.0,14519.0,8.0,15.0
atax,tmp_1_1_A_1_2_A_2_16_y_1_64__lp3_p_2_f_lp4_p_64_f,266.0,9605.0,80.0,16561.0,8.0,15.0
atax,tmp_1_1_A_1_1_A_2_16_y_1_64__lp3_p_2_f_lp4_p_64_f,266.0,9584.0,80.0,14524.0,8.0,15.0
atax,tmp_1_2_A_1_2_A_2_1_y_1_1__lp3_n_1_f_lp4_p_1_f,4108.0,704.0,5.0,724.0,1.0,10.0
atax,tmp_1_2_A_1_1_A_2_1_y_1_1__lp3_n_1_f_lp4_p_1_f,4108.0,689.0,5.0,730.0,1.0,10.0
atax,tmp_1_1_A_1_2_A_2_1_y_1_1__lp3_n_1_f_lp4_p_1_f,4107.0,581.0,5.0,635.0,1.0,9.0
atax,tmp_1_2_A_1_2_A_2_2_y_1_2__lp3_n_1_f_lp4_p_2_f,2060.0,1096.0,10.0,1336.0,1.0,10.0
atax,tmp_1_2_A_1_2_A_2_1_y_1_2__lp3_n_1_f_lp4_p_2_f,4108.0,794.0,5.0,854.0,2.0,11.0
atax,tmp_1_2_A_1_1_A_2_2_y_1_2__lp3_n_1_f_lp4_p_2_f,2060.0,1071.0,10.0,1342.0,1.0,10.0
atax,tmp_1_2_A_1_1_A_2_1_y_1_2__lp3_n_1_f_lp4_p_2_f,4108.0,756.0,5.0,854.0,2.0,11.0
atax,tmp_1_1_A_1_2_A_2_2_y_1_2__lp3_n_1_f_lp4_p_2_f,2059.0,973.0,10.0,1254.0,1.0,9.0
atax,tmp_1_1_A_1_2_A_2_1_y_1_2__lp3_n_1_f_lp4_p_2_f,4107.0,800.0,5.0,905.0,2.0,10.0
atax,tmp_1_2_A_1_2_A_2_4_y_1_4__lp3_n_1_f_lp4_p_4_f,1036.0,1875.0,20.0,2434.0,1.0,10.0
atax,tmp_1_2_A_1_2_A_2_1_y_1_4__lp3_n_1_f_lp4_p_4_f,4108.0,922.0,5.0,1055.0,4.0,13.0
atax,tmp_1_2_A_1_1_A_2_4_y_1_4__lp3_n_1_f_lp4_p_4_f,1036.0,1832.0,20.0,2440.0,1.0,10.0
atax,tmp_1_2_A_1_1_A_2_1_y_1_4__lp3_n_1_f_lp4_p_4_f,4108.0,854.0,5.0,991.0,4.0,13.0
atax,tmp_1_1_A_1_2_A_2_4_y_1_4__lp3_n_1_f_lp4_p_4_f,1035.0,1752.0,20.0,2352.0,1.0,9.0
atax,tmp_1_1_A_1_2_A_2_1_y_1_4__lp3_n_1_f_lp4_p_4_f,4107.0,915.0,5.0,1160.0,4.0,12.0
atax,tmp_1_2_A_1_2_A_2_8_y_1_8__lp3_n_1_f_lp4_p_8_f,524.0,3433.0,40.0,4628.0,1.0,10.0
atax,tmp_1_2_A_1_2_A_2_1_y_1_8__lp3_n_1_f_lp4_p_8_f,4108.0,1054.0,5.0,1262.0,8.0,17.0
atax,tmp_1_2_A_1_1_A_2_8_y_1_8__lp3_n_1_f_lp4_p_8_f,524.0,3354.0,40.0,4634.0,1.0,10.0
atax,tmp_1_2_A_1_1_A_2_1_y_1_8__lp3_n_1_f_lp4_p_8_f,4108.0,927.0,5.0,1070.0,8.0,17.0
atax,tmp_1_1_A_1_2_A_2_8_y_1_8__lp3_n_1_f_lp4_p_8_f,523.0,3310.0,40.0,4546.0,1.0,9.0
atax,tmp_1_1_A_1_2_A_2_1_y_1_8__lp3_n_1_f_lp4_p_8_f,4107.0,951.0,5.0,1192.0,8.0,16.0
atax,tmp_1_2_A_1_2_A_2_16_y_1_16__lp3_n_1_f_lp4_p_16_f,524.0,4049.0,40.0,5812.0,2.0,11.0
atax,tmp_1_2_A_1_2_A_2_1_y_1_16__lp3_n_1_f_lp4_p_16_f,4108.0,1292.0,5.0,1719.0,16.0,25.0
atax,tmp_1_2_A_1_1_A_2_16_y_1_16__lp3_n_1_f_lp4_p_16_f,524.0,3898.0,40.0,5812.0,2.0,11.0
atax,tmp_1_2_A_1_1_A_2_1_y_1_16__lp3_n_1_f_lp4_p_16_f,4108.0,1061.0,5.0,1271.0,16.0,25.0
atax,tmp_1_1_A_1_2_A_2_16_y_1_16__lp3_n_1_f_lp4_p_16_f,523.0,4153.0,40.0,5859.0,2.0,10.0
atax,tmp_1_1_A_1_2_A_2_1_y_1_16__lp3_n_1_f_lp4_p_16_f,4107.0,1221.0,5.0,1709.0,16.0,24.0
atax,tmp_1_2_A_1_2_A_2_64_y_1_64__lp3_p_1_f_lp4_p_64_f,202.0,11044.0,110.0,16120.0,3.0,10.0
atax,tmp_1_2_A_1_2_A_2_1_y_1_64__lp3_p_1_f_lp4_p_64_f,4106.0,3753.0,5.0,6743.0,64.0,71.0
atax,tmp_1_2_A_1_1_A_2_64_y_1_64__lp3_p_1_f_lp4_p_64_f,202.0,10468.0,110.0,16120.0,3.0,10.0
atax,tmp_1_2_A_1_1_A_2_1_y_1_64__lp3_p_1_f_lp4_p_64_f,4106.0,2956.0,5.0,4728.0,64.0,71.0
atax,tmp_1_1_A_1_2_A_2_64_y_1_64__lp3_p_1_f_lp4_p_64_f,202.0,11035.0,110.0,16120.0,3.0,10.0
atax,tmp_1_1_A_1_2_A_2_1_y_1_64__lp3_p_1_f_lp4_p_64_f,4106.0,3758.0,5.0,6775.0,64.0,71.0
atax,tmp_1_2_A_1_2_A_2_2_y_1_1__lp3_n_1_f_lp4_p_1_f,4108.0,704.0,5.0,724.0,1.0,10.0
atax,tmp_1_2_A_1_1_A_2_2_y_1_1__lp3_n_1_f_lp4_p_1_f,4108.0,679.0,5.0,730.0,1.0,10.0
atax,tmp_1_1_A_1_2_A_2_2_y_1_1__lp3_n_1_f_lp4_p_1_f,4107.0,581.0,5.0,636.0,1.0,9.0
atax,tmp_1_2_A_1_2_A_2_2_y_1_4__lp3_n_1_f_lp4_p_4_f,2060.0,1275.0,10.0,1563.0,2.0,11.0
atax,tmp_1_2_A_1_1_A_2_2_y_1_4__lp3_n_1_f_lp4_p_4_f,2060.0,1204.0,10.0,1563.0,2.0,11.0
atax,tmp_1_1_A_1_2_A_2_2_y_1_4__lp3_n_1_f_lp4_p_4_f,2059.0,1295.0,10.0,1615.0,2.0,10.0
atax,tmp_1_2_A_1_2_A_2_2_y_1_8__lp3_n_1_f_lp4_p_8_f,2060.0,1446.0,10.0,1901.0,4.0,13.0
atax,tmp_1_2_A_1_1_A_2_2_y_1_8__lp3_n_1_f_lp4_p_8_f,2060.0,1315.0,10.0,1773.0,4.0,13.0
atax,tmp_1_1_A_1_2_A_2_2_y_1_8__lp3_n_1_f_lp4_p_8_f,2059.0,1549.0,10.0,2193.0,4.0,12.0
atax,tmp_1_2_A_1_2_A_2_2_y_1_16__lp3_n_1_f_lp4_p_16_f,2060.0,1703.0,10.0,2366.0,8.0,17.0
atax,tmp_1_2_A_1_1_A_2_2_y_1_16__lp3_n_1_f_lp4_p_16_f,2060.0,1454.0,10.0,1982.0,8.0,17.0
atax,tmp_1_1_A_1_2_A_2_2_y_1_16__lp3_n_1_f_lp4_p_16_f,2059.0,1582.0,10.0,2233.0,8.0,16.0
atax,tmp_1_2_A_1_2_A_2_2_y_1_64__lp3_p_1_f_lp4_p_64_f,2058.0,3702.0,10.0,7194.0,32.0,39.0
atax,tmp_1_2_A_1_1_A_2_2_y_1_64__lp3_p_1_f_lp4_p_64_f,2058.0,2853.0,10.0,5211.0,32.0,39.0
atax,tmp_1_1_A_1_2_A_2_2_y_1_64__lp3_p_1_f_lp4_p_64_f,2058.0,3721.0,10.0,7226.0,32.0,39.0
atax,tmp_1_2_A_1_2_A_2_4_y_1_1__lp3_n_1_f_lp4_p_1_f,4108.0,726.0,5.0,725.0,1.0,10.0
atax,tmp_1_2_A_1_1_A_2_4_y_1_1__lp3_n_1_f_lp4_p_1_f,4108.0,690.0,5.0,731.0,1.0,10.0
atax,tmp_1_1_A_1_2_A_2_4_y_1_1__lp3_n_1_f_lp4_p_1_f,4107.0,603.0,5.0,637.0,1.0,9.0
atax,tmp_1_2_A_1_2_A_2_4_y_1_2__lp3_n_1_f_lp4_p_2_f,2060.0,1152.0,10.0,1344.0,1.0,10.0
atax,tmp_1_2_A_1_1_A_2_4_y_1_2__lp3_n_1_f_lp4_p_2_f,2060.0,1099.0,10.0,1350.0,1.0,10.0
atax,tmp_1_1_A_1_2_A_2_4_y_1_2__lp3_n_1_f_lp4_p_2_f,2059.0,1029.0,10.0,1256.0,1.0,9.0
atax,tmp_1_2_A_1_2_A_2_4_y_1_8__lp3_n_1_f_lp4_p_8_f,1036.0,2274.0,20.0,2981.0,2.0,11.0
atax,tmp_1_2_A_1_1_A_2_4_y_1_8__lp3_n_1_f_lp4_p_8_f,1036.0,2139.0,20.0,2981.0,2.0,11.0
atax,tmp_1_1_A_1_2_A_2_4_y_1_8__lp3_n_1_f_lp4_p_8_f,1035.0,2322.0,20.0,3034.0,2.0,10.0
atax,tmp_1_2_A_1_2_A_2_4_y_1_16__lp3_n_1_f_lp4_p_16_f,1036.0,2536.0,20.0,3582.0,4.0,13.0
atax,tmp_1_2_A_1_1_A_2_4_y_1_16__lp3_n_1_f_lp4_p_16_f,1036.0,2281.0,20.0,3326.0,4.0,13.0
atax,tmp_1_1_A_1_2_A_2_4_y_1_16__lp3_n_1_f_lp4_p_16_f,1035.0,2859.0,20.0,4253.0,4.0,12.0
atax,tmp_1_2_A_1_2_A_2_4_y_1_64__lp3_p_1_f_lp4_p_64_f,1034.0,4304.0,20.0,8144.0,16.0,23.0
atax,tmp_1_2_A_1_1_A_2_4_y_1_64__lp3_p_1_f_lp4_p_64_f,1034.0,3419.0,20.0,6225.0,16.0,23.0
atax,tmp_1_1_A_1_2_A_2_4_y_1_64__lp3_p_1_f_lp4_p_64_f,1034.0,4295.0,20.0,8144.0,16.0,23.0
atax,tmp_1_1_A_1_1_A_2_1_y_1_1__lp3_n_1_f_lp4_p_1_f,4107.0,573.0,5.0,634.0,1.0,9.0
atax,A_1_1_A_2_1_y_1_1__lp4_p_1_f,77.0,497.0,5.0,630.0,1.0,9.0
atax,tmp_1_2_A_1_2_A_2_8_y_1_1__lp3_n_1_f_lp4_p_1_f,4108.0,772.0,5.0,726.0,1.0,10.0
atax,tmp_1_2_A_1_1_A_2_8_y_1_1__lp3_n_1_f_lp4_p_1_f,4108.0,713.0,5.0,732.0,1.0,10.0
atax,tmp_1_1_A_1_2_A_2_8_y_1_1__lp3_n_1_f_lp4_p_1_f,4107.0,649.0,5.0,638.0,1.0,9.0
atax,tmp_1_1_A_1_1_A_2_2_y_1_2__lp3_n_1_f_lp4_p_2_f,2059.0,955.0,10.0,1253.0,1.0,9.0
atax,tmp_1_2_A_1_2_A_2_8_y_1_2__lp3_n_1_f_lp4_p_2_f,2060.0,1244.0,10.0,1345.0,1.0,10.0
atax,tmp_1_2_A_1_1_A_2_8_y_1_2__lp3_n_1_f_lp4_p_2_f,2060.0,1145.0,10.0,1351.0,1.0,10.0
atax,tmp_1_1_A_1_2_A_2_8_y_1_2__lp3_n_1_f_lp4_p_2_f,2059.0,1121.0,10.0,1257.0,1.0,9.0
atax,tmp_1_2_A_1_2_A_2_8_y_1_4__lp3_n_1_f_lp4_p_4_f,1036.0,2139.0,20.0,2439.0,1.0,10.0
atax,A_1_1_A_2_2_y_1_2__lp4_p_2_f,45.0,880.0,10.0,1245.0,1.0,9.0
atax,tmp_1_2_A_1_1_A_2_8_y_1_4__lp3_n_1_f_lp4_p_4_f,1036.0,1968.0,20.0,2445.0,1.0,10.0
atax,tmp_1_1_A_1_2_A_2_8_y_1_4__lp3_n_1_f_lp4_p_4_f,1035.0,2016.0,20.0,2353.0,1.0,9.0
atax,tmp_1_2_A_1_2_A_2_8_y_1_16__lp3_n_1_f_lp4_p_16_f,524.0,4276.0,40.0,5813.0,2.0,11.0
atax,tmp_1_2_A_1_1_A_2_8_y_1_16__lp3_n_1_f_lp4_p_16_f,524.0,4013.0,40.0,5813.0,2.0,11.0
atax,tmp_1_1_A_1_2_A_2_8_y_1_16__lp3_n_1_f_lp4_p_16_f,523.0,4380.0,40.0,5867.0,2.0,10.0
atax,tmp_1_1_A_1_1_A_2_1_y_1_2__lp3_n_1_f_lp4_p_2_f,4107.0,769.0,5.0,873.0,2.0,10.0
atax,tmp_1_2_A_1_2_A_2_8_y_1_64__lp3_p_1_f_lp4_p_64_f,522.0,5992.0,40.0,10068.0,8.0,15.0
atax,tmp_1_2_A_1_1_A_2_8_y_1_64__lp3_p_1_f_lp4_p_64_f,522.0,5031.0,40.0,8277.0,8.0,15.0
atax,tmp_1_1_A_1_2_A_2_8_y_1_64__lp3_p_1_f_lp4_p_64_f,522.0,5983.0,40.0,10068.0,8.0,15.0
bicg,A_1_2_A_2_64_p_1_16__lp4_p_16_f,266.0,8250.0,5.0,6087.0,64.0,68.0
bicg,r_1_2_A_1_2_A_2_64_s_1_64__lp1_p_2_f_lp2_p_64_f,266.0,8732.0,80.0,18086.0,8.0,15.0
bicg,r_1_2_A_1_2_A_2_1_s_1_64__lp1_p_2_f_lp2_p_64_f,2062.0,3893.0,10.0,5593.0,64.0,75.0
bicg,r_1_2_A_1_1_A_2_64_s_1_64__lp1_p_2_f_lp2_p_64_f,266.0,9634.0,80.0,17580.0,8.0,15.0
bicg,A_1_2_A_2_1_p_1_2__lp4_p_2_f,266.0,652.0,5.0,703.0,8.0,12.0
bicg,r_1_2_A_1_1_A_2_1_s_1_64__lp1_p_2_f_lp2_p_64_f,4106.0,5300.0,5.0,6946.0,128.0,135.0
bicg,r_1_2_A_1_2_A_2_2_s_1_64__lp1_p_2_f_lp2_p_64_f,1038.0,4314.0,20.0,6847.0,32.0,43.0
bicg,r_1_2_A_1_1_A_2_2_s_1_64__lp1_p_2_f_lp2_p_64_f,2058.0,4156.0,10.0,7397.0,64.0,71.0
bicg,r_1_2_A_1_2_A_2_4_s_1_64__lp1_p_2_f_lp2_p_64_f,526.0,5840.0,40.0,9403.0,16.0,27.0
bicg,r_1_2_A_1_1_A_2_4_s_1_64__lp1_p_2_f_lp2_p_64_f,1034.0,4558.0,20.0,8363.0,32.0,39.0
bicg,r_1_2_A_1_2_A_2_8_s_1_64__lp1_p_2_f_lp2_p_64_f,270.0,9310.0,80.0,14510.0,8.0,19.0
bicg,r_1_2_A_1_1_A_2_8_s_1_64__lp1_p_2_f_lp2_p_64_f,522.0,6049.0,40.0,10407.0,16.0,23.0
bicg,r_1_2_A_1_2_A_2_16_s_1_64__lp1_p_2_f_lp2_p_64_f,266.0,9585.0,80.0,16555.0,8.0,15.0
bicg,r_1_2_A_1_1_A_2_16_s_1_64__lp1_p_2_f_lp2_p_64_f,266.0,9570.0,80.0,14519.0,8.0,15.0
bicg,A_1_2_A_2_4_p_1_4__lp4_p_4_f,266.0,686.0,5.0,889.0,16.0,20.0
bicg,A_1_2_A_2_1_p_1_4__lp4_p_4_f,266.0,774.0,5.0,903.0,16.0,20.0
bicg,A_1_2_A_2_8_p_1_8__lp4_p_8_f,266.0,856.0,5.0,1258.0,32.0,36.0
bicg,A_1_2_A_2_1_p_1_8__lp4_p_8_f,266.0,1014.0,5.0,1271.0,32.0,36.0
bicg,A_1_2_A_2_16_p_1_16__lp4_p_16_f,266.0,1146.0,5.0,1995.0,64.0,68.0
bicg,A_1_2_A_2_1_p_1_16__lp4_p_16_f,266.0,1416.0,5.0,2007.0,64.0,68.0
bicg,A_1_1_A_2_64_q_1_1_p_1_64__lp3_p_1_f_lp4_p_64_f,327.0,22477.0,320.0,31618.0,1.0,261.0
bicg,A_1_1_A_2_1_q_1_1_p_1_64__lp3_p_1_f_lp4_p_64_f,4299.0,3466.0,5.0,6915.0,64.0,264.0
bicg,A_1_2_A_2_64_q_1_2_p_1_64__lp3_p_2_f_lp4_p_64_f,295.0,44834.0,640.0,60580.0,1.0,261.0
bicg,A_1_2_A_2_1_q_1_2_p_1_64__lp3_p_2_f_lp4_p_64_f,2251.0,5664.0,10.0,11625.0,64.0,264.0
bicg,A_1_1_A_2_64_q_1_2_p_1_64__lp3_p_2_f_lp4_p_64_f,327.0,31322.0,320.0,43594.0,2.0,262.0
bicg,A_1_1_A_2_1_q_1_2_p_1_64__lp3_p_2_f_lp4_p_64_f,4235.0,4863.0,5.0,5935.0,128.0,264.0
bicg,A_1_1_A_2_2_p_1_1__lp4_p_1_f,203.0,508.0,5.0,554.0,3.0,8.0
bicg,A_1_1_A_2_2_p_1_4__lp4_p_4_f,266.0,674.0,5.0,856.0,16.0,20.0
bicg,A_1_1_A_2_2_p_1_8__lp4_p_8_f,266.0,842.0,5.0,1160.0,32.0,36.0
bicg,A_1_1_A_2_2_p_1_16__lp4_p_16_f,266.0,1126.0,5.0,1768.0,64.0,68.0
bicg,A_1_2_A_2_2_p_1_1__lp4_p_1_f,203.0,535.0,5.0,559.0,3.0,8.0
bicg,A_1_2_A_2_2_p_1_4__lp4_p_4_f,266.0,747.0,5.0,898.0,16.0,20.0
bicg,A_1_2_A_2_2_p_1_8__lp4_p_8_f,266.0,975.0,5.0,1266.0,32.0,36.0
bicg,A_1_2_A_2_2_p_1_16__lp4_p_16_f,266.0,1377.0,5.0,2002.0,64.0,68.0
bicg,A_1_1_A_2_2_q_1_1_p_1_64__lp3_p_1_f_lp4_p_64_f,2283.0,4236.0,10.0,8654.0,32.0,264.0
bicg,A_1_2_A_2_2_q_1_2_p_1_64__lp3_p_2_f_lp4_p_64_f,1259.0,7747.0,20.0,15127.0,32.0,264.0
bicg,A_1_1_A_2_2_q_1_2_p_1_64__lp3_p_2_f_lp4_p_64_f,2251.0,5427.0,10.0,11669.0,64.0,264.0
bicg,A_1_1_A_2_4_p_1_1__lp4_p_1_f,203.0,519.0,5.0,556.0,3.0,8.0
bicg,A_1_1_A_2_4_p_1_2__lp4_p_2_f,266.0,601.0,5.0,686.0,8.0,12.0
bicg,A_1_1_A_2_4_p_1_8__lp4_p_8_f,266.0,835.0,5.0,1224.0,32.0,36.0
bicg,A_1_1_A_2_4_p_1_16__lp4_p_16_f,266.0,1109.0,5.0,1896.0,64.0,68.0
bicg,A_1_2_A_2_4_p_1_1__lp4_p_1_f,203.0,557.0,5.0,561.0,3.0,8.0
bicg,A_1_2_A_2_4_p_1_2__lp4_p_2_f,266.0,656.0,5.0,691.0,8.0,12.0
bicg,A_1_2_A_2_4_p_1_8__lp4_p_8_f,266.0,972.0,5.0,1266.0,32.0,36.0
bicg,A_1_2_A_2_4_p_1_16__lp4_p_16_f,266.0,1366.0,5.0,2002.0,64.0,68.0
bicg,A_1_1_A_2_4_q_1_1_p_1_64__lp3_p_1_f_lp4_p_64_f,1275.0,5210.0,20.0,10100.0,16.0,264.0
bicg,A_1_2_A_2_4_q_1_2_p_1_64__lp3_p_2_f_lp4_p_64_f,763.0,9901.0,40.0,18019.0,16.0,264.0
bicg,A_1_1_A_2_4_q_1_2_p_1_64__lp3_p_2_f_lp4_p_64_f,1259.0,7400.0,20.0,15107.0,32.0,264.0
bicg,A_1_1_A_2_8_p_1_1__lp4_p_1_f,203.0,542.0,5.0,558.0,3.0,8.0
bicg,A_1_1_A_2_8_p_1_2__lp4_p_2_f,266.0,647.0,5.0,688.0,8.0,12.0
bicg,A_1_1_A_2_8_p_1_4__lp4_p_4_f,266.0,777.0,5.0,886.0,16.0,20.0
bicg,A_1_1_A_2_8_p_1_16__lp4_p_16_f,266.0,1108.0,5.0,1960.0,64.0,68.0
bicg,A_1_2_A_2_8_p_1_1__lp4_p_1_f,203.0,603.0,5.0,563.0,3.0,8.0
bicg,A_1_2_A_2_8_p_1_2__lp4_p_2_f,266.0,748.0,5.0,693.0,8.0,12.0
bicg,A_1_2_A_2_8_p_1_4__lp4_p_4_f,266.0,950.0,5.0,891.0,16.0,20.0
bicg,A_1_2_A_2_8_p_1_16__lp4_p_16_f,266.0,1373.0,5.0,2002.0,64.0,68.0
bicg,A_1_1_A_2_8_q_1_1_p_1_64__lp3_p_1_f_lp4_p_64_f,771.0,7231.0,40.0,12474.0,8.0,264.0
bicg,A_1_2_A_2_8_q_1_2_p_1_64__lp3_p_2_f_lp4_p_64_f,515.0,13917.0,80.0,22741.0,8.0,264.0
bicg,A_1_1_A_2_8_q_1_2_p_1_64__lp3_p_2_f_lp4_p_64_f,763.0,9647.0,40.0,18127.0,16.0,264.0
bicg,A_1_1_A_2_16_p_1_1__lp4_p_1_f,203.0,564.0,5.0,560.0,3.0,8.0
bicg,A_1_1_A_2_16_p_1_2__lp4_p_2_f,266.0,703.0,5.0,690.0,8.0,12.0
bicg,A_1_1_A_2_16_p_1_4__lp4_p_4_f,266.0,901.0,5.0,890.0,16.0,20.0
bicg,A_1_1_A_2_16_p_1_8__lp4_p_8_f,266.0,1040.0,5.0,1255.0,32.0,36.0
bicg,A_1_2_A_2_16_p_1_1__lp4_p_1_f,203.0,647.0,5.0,565.0,3.0,8.0
bicg,A_1_2_A_2_16_p_1_2__lp4_p_2_f,266.0,860.0,5.0,695.0,8.0,12.0
bicg,A_1_2_A_2_16_p_1_4__lp4_p_4_f,266.0,1206.0,5.0,895.0,16.0,20.0
bicg,A_1_2_A_2_16_p_1_8__lp4_p_8_f,266.0,1377.0,5.0,1260.0,32.0,36.0
bicg,A_1_1_A_2_16_q_1_1_p_1_64__lp3_p_1_f_lp4_p_64_f,519.0,10442.0,80.0,16656.0,4.0,264.0
bicg,A_1_2_A_2_16_q_1_2_p_1_64__lp3_p_2_f_lp4_p_64_f,391.0,20108.0,160.0,31043.0,4.0,264.0
bicg,A_1_1_A_2_16_q_1_2_p_1_64__lp3_p_2_f_lp4_p_64_f,515.0,13547.0,80.0,22689.0,8.0,264.0
bicg,A_1_2_A_2_64_q_1_1_p_1_64__lp3_p_1_f_lp4_p_64_f,327.0,23085.0,320.0,31688.0,1.0,261.0
bicg,A_1_2_A_2_1_q_1_1_p_1_64__lp3_p_1_f_lp4_p_64_f,4299.0,4263.0,5.0,8931.0,64.0,264.0
bicg,A_1_2_A_2_2_q_1_1_p_1_64__lp3_p_1_f_lp4_p_64_f,2283.0,5085.0,10.0,10638.0,32.0,264.0
bicg,A_1_2_A_2_4_q_1_1_p_1_64__lp3_p_1_f_lp4_p_64_f,1275.0,6095.0,20.0,12020.0,16.0,264.0
bicg,A_1_2_A_2_8_q_1_1_p_1_64__lp3_p_1_f_lp4_p_64_f,771.0,8192.0,40.0,14266.0,8.0,264.0
