kernel,config,latency,lut,dsp,ff,II,IL
bicg,r_1_1_A_1_1_A_2_1_s_1_1_q_1_2_p_1_4__lp1_n_1_f_lp2_p_1_f_lp3_n_2_n_lp4_p_4_n,21070.0,1604.0,5.0,1513.0,1.0,9.0
bicg,r_1_1_A_1_2_A_2_8_s_1_1_q_1_2_p_1_8__lp1_n_1_f_lp2_p_1_f_lp3_n_2_f_lp4_p_8_f,21070.0,2339.0,5.0,2426.0,1.0,9.0
bicg,r_1_1_A_1_2_A_2_1_s_1_1_q_1_2_p_1_8__lp1_n_1_f_lp2_p_1_f_lp3_n_2_f_lp4_p_8_f,21070.0,2097.0,5.0,1988.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_8_s_1_1_q_1_2_p_1_8__lp1_n_1_f_lp2_p_1_f_lp3_n_2_f_lp4_p_8_f,21070.0,2293.0,5.0,2432.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_1_s_1_1_q_1_2_p_1_8__lp1_n_1_f_lp2_p_1_f_lp3_n_2_f_lp4_p_8_f,21070.0,2078.0,5.0,1993.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_2_s_1_2_q_1_1_p_1_8__lp1_n_1_f_lp2_n_2_f_lp3_n_1_f_lp4_n_8_f,39813.0,1593.0,13.0,1820.0,323.0,323.0
bicg,r_1_1_A_1_2_A_2_8_s_1_1_q_1_2_p_1_8__lp1_n_1_f_lp2_p_1_f_lp3_n_2_n_lp4_p_8_n,21070.0,2339.0,5.0,2426.0,1.0,9.0
bicg,r_1_1_A_1_2_A_2_1_s_1_1_q_1_2_p_1_8__lp1_n_1_f_lp2_p_1_f_lp3_n_2_n_lp4_p_8_n,21070.0,2097.0,5.0,1988.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_8_s_1_1_q_1_2_p_1_8__lp1_n_1_f_lp2_p_1_f_lp3_n_2_n_lp4_p_8_n,21070.0,2293.0,5.0,2429.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_1_s_1_1_q_1_2_p_1_8__lp1_n_1_f_lp2_p_1_f_lp3_n_2_n_lp4_p_8_n,21070.0,2078.0,5.0,1993.0,1.0,9.0
bicg,r_1_1_A_1_2_A_2_16_s_1_1_q_1_2_p_1_16__lp1_n_1_f_lp2_p_1_f_lp3_n_2_f_lp4_p_16_f,21070.0,3491.0,5.0,3900.0,1.0,9.0
bicg,r_1_1_A_1_2_A_2_1_s_1_1_q_1_2_p_1_16__lp1_n_1_f_lp2_p_1_f_lp3_n_2_f_lp4_p_16_f,21070.0,2917.0,5.0,2948.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_16_s_1_1_q_1_2_p_1_16__lp1_n_1_f_lp2_p_1_f_lp3_n_2_f_lp4_p_16_f,21070.0,3423.0,5.0,3907.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_1_s_1_1_q_1_2_p_1_16__lp1_n_1_f_lp2_p_1_f_lp3_n_2_f_lp4_p_16_f,21070.0,2898.0,5.0,2953.0,1.0,9.0
bicg,r_1_1_A_1_2_A_2_16_s_1_1_q_1_2_p_1_16__lp1_n_1_f_lp2_p_1_f_lp3_n_2_n_lp4_p_16_n,21070.0,3491.0,5.0,3900.0,1.0,9.0
bicg,r_1_1_A_1_2_A_2_1_s_1_1_q_1_2_p_1_16__lp1_n_1_f_lp2_p_1_f_lp3_n_2_n_lp4_p_16_n,21070.0,2917.0,5.0,2948.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_16_s_1_2_q_1_1_p_1_16__lp1_n_1_f_lp2_n_2_f_lp3_n_1_f_lp4_n_16_f,38533.0,2433.0,16.0,2648.0,323.0,323.0
bicg,r_1_1_A_1_1_A_2_16_s_1_1_q_1_2_p_1_16__lp1_n_1_f_lp2_p_1_f_lp3_n_2_n_lp4_p_16_n,21070.0,3423.0,5.0,3903.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_1_s_1_1_q_1_2_p_1_16__lp1_n_1_f_lp2_p_1_f_lp3_n_2_n_lp4_p_16_n,21070.0,2898.0,5.0,2953.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_64_s_1_1_q_1_1_p_1_64__lp1_n_1_f_lp2_p_1_f_lp3_p_1_f_lp4_p_64_f,4435.0,24835.0,320.0,31904.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_1_s_1_1_q_1_1_p_1_64__lp1_n_1_f_lp2_p_1_f_lp3_p_1_f_lp4_p_64_f,8407.0,3800.0,5.0,7194.0,1.0,9.0
bicg,r_1_1_A_1_2_A_2_64_s_1_1_q_1_2_p_1_64__lp1_n_1_f_lp2_p_1_f_lp3_p_2_f_lp4_p_64_f,4403.0,49265.0,640.0,60867.0,1.0,9.0
bicg,r_1_1_A_1_2_A_2_1_s_1_1_q_1_2_p_1_64__lp1_n_1_f_lp2_p_1_f_lp3_p_2_f_lp4_p_64_f,6359.0,6034.0,10.0,11905.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_64_s_1_1_q_1_2_p_1_64__lp1_n_1_f_lp2_p_1_f_lp3_p_2_f_lp4_p_64_f,4435.0,33680.0,320.0,43880.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_1_s_1_1_q_1_2_p_1_64__lp1_n_1_f_lp2_p_1_f_lp3_p_2_f_lp4_p_64_f,8343.0,5197.0,5.0,6214.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_1_s_1_1_q_1_1_p_1_1__lp1_n_1_n_lp2_p_1_n_lp3_n_1_f_lp4_n_1_f,41989.0,840.0,5.0,815.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_2_s_1_1_q_1_1_p_1_2__lp1_n_1_n_lp2_p_1_n_lp3_n_1_f_lp4_n_2_f,31749.0,1007.0,8.0,1071.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_2_s_1_2_q_1_1_p_1_16__lp1_n_1_f_lp2_n_2_f_lp3_n_1_f_lp4_n_16_f,38533.0,1802.0,10.0,1947.0,323.0,323.0
bicg,r_1_1_A_1_1_A_2_1_s_1_1_q_1_1_p_1_2__lp1_n_1_n_lp2_p_1_n_lp3_n_1_f_lp4_n_2_f,31749.0,921.0,5.0,927.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_4_s_1_1_q_1_1_p_1_4__lp1_n_1_n_lp2_p_1_n_lp3_n_1_f_lp4_n_4_f,26629.0,1400.0,14.0,1529.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_1_s_1_1_q_1_1_p_1_4__lp1_n_1_n_lp2_p_1_n_lp3_n_1_f_lp4_n_4_f,26629.0,1019.0,5.0,1035.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_8_s_1_1_q_1_1_p_1_8__lp1_n_1_n_lp2_p_1_n_lp3_n_1_f_lp4_n_8_f,24069.0,1655.0,14.0,1815.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_1_s_1_1_q_1_1_p_1_8__lp1_n_1_n_lp2_p_1_n_lp3_n_1_f_lp4_n_8_f,24069.0,1170.0,5.0,1178.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_16_s_1_1_q_1_1_p_1_16__lp1_n_1_n_lp2_p_1_n_lp3_n_1_f_lp4_n_16_f,22789.0,2163.0,14.0,2359.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_1_s_1_1_q_1_1_p_1_16__lp1_n_1_n_lp2_p_1_n_lp3_n_1_f_lp4_n_16_f,22789.0,1508.0,5.0,1465.0,1.0,9.0
bicg,r_1_1_A_1_2_A_2_1_s_1_1_q_1_2_p_1_1__lp1_n_1_n_lp2_p_1_n_lp3_n_2_f_lp4_n_1_f,41957.0,1032.0,5.0,914.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_1_s_1_1_q_1_2_p_1_1__lp1_n_1_n_lp2_p_1_n_lp3_n_2_f_lp4_n_1_f,41957.0,999.0,5.0,877.0,1.0,9.0
bicg,r_1_1_A_1_2_A_2_2_s_1_1_q_1_2_p_1_2__lp1_n_1_n_lp2_p_1_n_lp3_n_2_f_lp4_n_2_f,31717.0,1256.0,8.0,1203.0,1.0,9.0
bicg,r_1_1_A_1_2_A_2_2_s_1_2_q_1_2_p_1_1__lp1_n_1_f_lp2_n_2_f_lp3_n_2_f_lp4_n_1_f,57701.0,1359.0,10.0,1332.0,323.0,323.0
bicg,r_1_1_A_1_2_A_2_1_s_1_1_q_1_2_p_1_2__lp1_n_1_n_lp2_p_1_n_lp3_n_2_f_lp4_n_2_f,31717.0,1137.0,5.0,1030.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_2_s_1_1_q_1_2_p_1_2__lp1_n_1_n_lp2_p_1_n_lp3_n_2_f_lp4_n_2_f,31717.0,1216.0,8.0,1143.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_1_s_1_1_q_1_2_p_1_2__lp1_n_1_n_lp2_p_1_n_lp3_n_2_f_lp4_n_2_f,31717.0,1088.0,5.0,1004.0,1.0,9.0
bicg,r_1_1_A_1_2_A_2_4_s_1_1_q_1_2_p_1_4__lp1_n_1_n_lp2_p_1_n_lp3_n_2_f_lp4_n_4_f,26597.0,1826.0,14.0,1733.0,1.0,9.0
bicg,r_1_1_A_1_2_A_2_1_s_1_1_q_1_2_p_1_4__lp1_n_1_n_lp2_p_1_n_lp3_n_2_f_lp4_n_4_f,26597.0,1335.0,5.0,1150.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_4_s_1_1_q_1_2_p_1_4__lp1_n_1_n_lp2_p_1_n_lp3_n_2_f_lp4_n_4_f,26597.0,1747.0,14.0,1604.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_1_s_1_1_q_1_2_p_1_4__lp1_n_1_n_lp2_p_1_n_lp3_n_2_f_lp4_n_4_f,26597.0,1285.0,5.0,1124.0,1.0,9.0
bicg,r_1_1_A_1_2_A_2_8_s_1_1_q_1_2_p_1_8__lp1_n_1_n_lp2_p_1_n_lp3_n_2_f_lp4_n_8_f,24037.0,2445.0,14.0,2173.0,1.0,9.0
bicg,r_1_1_A_1_2_A_2_1_s_1_1_q_1_2_p_1_8__lp1_n_1_n_lp2_p_1_n_lp3_n_2_f_lp4_n_8_f,24037.0,1752.0,5.0,1308.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_8_s_1_1_q_1_2_p_1_8__lp1_n_1_n_lp2_p_1_n_lp3_n_2_f_lp4_n_8_f,24037.0,2287.0,14.0,1917.0,1.0,9.0
bicg,r_1_1_A_1_2_A_2_1_s_1_2_q_1_2_p_1_1__lp1_n_1_f_lp2_n_2_f_lp3_n_2_f_lp4_n_1_f,59749.0,1066.0,5.0,959.0,355.0,355.0
bicg,r_1_1_A_1_1_A_2_1_s_1_1_q_1_2_p_1_8__lp1_n_1_n_lp2_p_1_n_lp3_n_2_f_lp4_n_8_f,24037.0,1688.0,5.0,1282.0,1.0,9.0
bicg,r_1_1_A_1_2_A_2_16_s_1_1_q_1_2_p_1_16__lp1_n_1_n_lp2_p_1_n_lp3_n_2_f_lp4_n_16_f,22757.0,3536.0,14.0,3003.0,1.0,9.0
bicg,r_1_1_A_1_2_A_2_1_s_1_1_q_1_2_p_1_16__lp1_n_1_n_lp2_p_1_n_lp3_n_2_f_lp4_n_16_f,22757.0,2501.0,5.0,1626.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_16_s_1_1_q_1_2_p_1_16__lp1_n_1_n_lp2_p_1_n_lp3_n_2_f_lp4_n_16_f,22757.0,3244.0,14.0,2491.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_1_s_1_1_q_1_2_p_1_16__lp1_n_1_n_lp2_p_1_n_lp3_n_2_f_lp4_n_16_f,22757.0,2444.0,5.0,1600.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_1_s_1_1_q_1_1_p_1_1__lp1_n_1_n_lp2_p_1_n_lp3_n_1_f_lp4_p_1_f,17989.0,1011.0,5.0,1038.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_1_s_1_1_q_1_1_p_1_1__lp1_n_1_n_lp2_p_1_n_lp3_n_1_n_lp4_p_1_n,17925.0,891.0,5.0,837.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_2_s_1_1_q_1_1_p_1_2__lp1_n_1_n_lp2_p_1_n_lp3_n_1_f_lp4_p_2_f,21957.0,964.0,5.0,970.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_1_s_1_1_q_1_1_p_1_2__lp1_n_1_n_lp2_p_1_n_lp3_n_1_f_lp4_p_2_f,21957.0,985.0,5.0,947.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_2_s_1_1_q_1_1_p_1_2__lp1_n_1_n_lp2_p_1_n_lp3_n_1_n_lp4_p_2_n,21957.0,964.0,5.0,970.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_2_s_1_2_q_1_2_p_1_1__lp1_n_1_f_lp2_n_2_f_lp3_n_2_f_lp4_n_1_f,57701.0,1319.0,10.0,1336.0,323.0,323.0
bicg,r_1_1_A_1_1_A_2_1_s_1_1_q_1_1_p_1_2__lp1_n_1_n_lp2_p_1_n_lp3_n_1_n_lp4_p_2_n,21957.0,985.0,5.0,947.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_4_s_1_1_q_1_1_p_1_4__lp1_n_1_n_lp2_p_1_n_lp3_n_1_f_lp4_p_4_f,21957.0,1099.0,5.0,1173.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_1_s_1_1_q_1_1_p_1_4__lp1_n_1_n_lp2_p_1_n_lp3_n_1_f_lp4_p_4_f,21957.0,1077.0,5.0,1083.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_4_s_1_1_q_1_1_p_1_4__lp1_n_1_n_lp2_p_1_n_lp3_n_1_n_lp4_p_4_n,21957.0,1099.0,5.0,1173.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_1_s_1_1_q_1_1_p_1_4__lp1_n_1_n_lp2_p_1_n_lp3_n_1_n_lp4_p_4_n,21957.0,1077.0,5.0,1083.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_8_s_1_1_q_1_1_p_1_8__lp1_n_1_n_lp2_p_1_n_lp3_n_1_f_lp4_p_8_f,21957.0,1368.0,5.0,1544.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_1_s_1_1_q_1_1_p_1_8__lp1_n_1_n_lp2_p_1_n_lp3_n_1_f_lp4_p_8_f,21957.0,1258.0,5.0,1323.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_8_s_1_1_q_1_1_p_1_8__lp1_n_1_n_lp2_p_1_n_lp3_n_1_n_lp4_p_8_n,21957.0,1368.0,5.0,1544.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_1_s_1_1_q_1_1_p_1_8__lp1_n_1_n_lp2_p_1_n_lp3_n_1_n_lp4_p_8_n,21957.0,1258.0,5.0,1323.0,1.0,9.0
bicg,r_1_1_A_1_1_A_2_16_s_1_1_q_1_1_p_1_16__lp1_n_1_n_lp2_p_1_n_lp3_n_1_f_lp4_p_16_f,21957.0,1832.0,5.0,2283.0,1.0,9.0
gemm,C_1_1_C_2_1_B_2_1_B_1_1_A_2_1__lp1_n_1_f_lp2_n_1_f_lp3_n_1_f_lp4_n_1_f_lp5_n_1_f,3182853.0,914.0,5.0,702.0,386.0,386.0
gemm,C_1_1_C_2_2_B_2_2_B_1_4_A_2_4__lp1_n_1_f_lp2_n_1_f_lp3_n_1_f_lp4_n_2_f_lp5_n_4_f,1607941.0,1738.0,14.0,1619.0,386.0,386.0
gemm,C_1_1_C_2_1_B_2_1_B_1_64_A_2_64__lp1_n_1_f_lp2_n_2_f_lp3_n_1_n_lp4_p_1_n_lp5_p_64_n,35781.0,25341.0,320.0,33975.0,226.0,226.0
gemm,C_1_1_C_2_8_B_2_2_B_1_4_A_2_4__lp1_n_1_f_lp2_p_8_f_lp3_n_1_f_lp4_n_2_f_lp5_p_4_f,1100298.0,3413.0,26.0,3546.0,1.0,5.0
gemm,C_1_1_C_2_2_B_2_2_B_1_4_A_2_4__lp1_n_1_f_lp2_p_8_f_lp3_n_1_f_lp4_n_2_f_lp5_p_4_f,1099802.0,2171.0,8.0,2107.0,4.0,24.0
gemm,C_1_1_C_2_8_B_2_2_B_1_4_A_2_4__lp1_n_1_f_lp2_p_8_f_lp3_n_1_n_lp4_n_2_n_lp5_p_4_n,1100426.0,3375.0,26.0,3523.0,1.0,5.0
gemm,C_1_1_C_2_2_B_2_2_B_1_4_A_2_4__lp1_n_1_f_lp2_p_8_f_lp3_n_1_n_lp4_n_2_n_lp5_p_4_n,1099930.0,2134.0,8.0,2110.0,4.0,24.0
gemm,C_1_1_C_2_8_B_2_2_B_1_8_A_2_8__lp1_n_1_f_lp2_p_8_f_lp3_n_1_f_lp4_n_2_f_lp5_p_8_f,1100298.0,3755.0,26.0,4219.0,1.0,5.0
gemm,C_1_1_C_2_2_B_2_2_B_1_8_A_2_8__lp1_n_1_f_lp2_p_8_f_lp3_n_1_f_lp4_n_2_f_lp5_p_8_f,1099802.0,2513.0,8.0,2780.0,4.0,24.0
gemm,C_1_1_C_2_8_B_2_2_B_1_8_A_2_8__lp1_n_1_f_lp2_p_8_f_lp3_n_1_n_lp4_n_2_n_lp5_p_8_n,1100426.0,3717.0,26.0,4192.0,1.0,5.0
gemm,C_1_1_C_2_2_B_2_2_B_1_8_A_2_8__lp1_n_1_f_lp2_p_8_f_lp3_n_1_n_lp4_n_2_n_lp5_p_8_n,1099930.0,2476.0,8.0,2783.0,4.0,24.0
gemm,C_1_1_C_2_8_B_2_2_B_1_16_A_2_16__lp1_n_1_f_lp2_p_8_f_lp3_n_1_f_lp4_n_2_f_lp5_p_16_f,1100298.0,4509.0,26.0,5564.0,1.0,5.0
gemm,C_1_1_C_2_2_B_2_2_B_1_64_A_2_64__lp1_n_1_f_lp2_n_2_f_lp3_n_1_f_lp4_p_2_f_lp5_p_64_f,14733.0,54041.0,832.0,71255.0,194.0,194.0
gemm,C_1_1_C_2_2_B_2_2_B_1_16_A_2_16__lp1_n_1_f_lp2_p_8_f_lp3_n_1_f_lp4_n_2_f_lp5_p_16_f,1099802.0,3267.0,8.0,4125.0,4.0,24.0
gemm,C_1_1_C_2_8_B_2_2_B_1_16_A_2_16__lp1_n_1_f_lp2_p_8_f_lp3_n_1_n_lp4_n_2_n_lp5_p_16_n,1100426.0,4471.0,26.0,5541.0,1.0,5.0
gemm,C_1_1_C_2_2_B_2_2_B_1_16_A_2_16__lp1_n_1_f_lp2_p_8_f_lp3_n_1_n_lp4_n_2_n_lp5_p_16_n,1099930.0,3230.0,8.0,4128.0,4.0,24.0
gemm,C_1_1_C_2_8_B_2_1_B_1_64_A_2_64__lp1_n_1_f_lp2_p_8_f_lp3_n_1_f_lp4_p_1_f_lp5_p_64_f,4882.0,33066.0,512.0,43877.0,1.0,5.0
gemm,C_1_1_C_2_1_B_2_1_B_1_64_A_2_64__lp1_n_1_f_lp2_p_8_f_lp3_n_1_f_lp4_p_1_f_lp5_p_64_f,8466.0,31972.0,512.0,42376.0,8.0,12.0
gemm,C_1_1_C_2_8_B_2_1_B_1_64_A_2_64__lp1_n_1_f_lp2_p_8_f_lp3_n_1_n_lp4_p_1_n_lp5_p_64_n,21834.0,26679.0,320.0,35473.0,1.0,5.0
gemm,C_1_1_C_2_1_B_2_1_B_1_64_A_2_64__lp1_n_1_f_lp2_p_8_f_lp3_n_1_n_lp4_p_1_n_lp5_p_64_n,25418.0,25617.0,320.0,34029.0,8.0,12.0
gemm,C_1_1_C_2_8_B_2_2_B_1_64_A_2_64__lp1_n_1_f_lp2_p_8_f_lp3_n_1_f_lp4_p_2_f_lp5_p_64_f,2834.0,55421.0,832.0,72768.0,1.0,5.0
gemm,C_1_1_C_2_2_B_2_2_B_1_64_A_2_64__lp1_n_1_f_lp2_p_8_f_lp3_n_1_f_lp4_p_2_f_lp5_p_64_f,4386.0,54487.0,832.0,71602.0,4.0,24.0
gemm,C_1_1_C_2_8_B_2_2_B_1_64_A_2_64__lp1_n_1_f_lp2_p_8_f_lp3_n_1_n_lp4_p_2_n_lp5_p_64_n,19786.0,49035.0,640.0,64364.0,1.0,5.0
gemm,C_1_1_C_2_2_B_2_2_B_1_64_A_2_64__lp1_n_1_f_lp2_n_2_f_lp3_n_1_n_lp4_p_2_n_lp5_p_64_n,31685.0,47687.0,640.0,62920.0,194.0,194.0
gemm,C_1_1_C_2_2_B_2_2_B_1_64_A_2_64__lp1_n_1_f_lp2_p_8_f_lp3_n_1_n_lp4_p_2_n_lp5_p_64_n,21338.0,48133.0,640.0,63267.0,4.0,24.0
gemm,C_1_1_C_2_8_B_2_1_B_1_1_A_2_1__lp1_n_1_n_lp2_p_8_n_lp3_n_1_f_lp4_n_1_f_lp5_n_1_f,3163269.0,2714.0,26.0,2684.0,1.0,5.0
gemm,C_1_1_C_2_1_B_2_1_B_1_1_A_2_1__lp1_n_1_n_lp2_p_8_n_lp3_n_1_f_lp4_n_1_f_lp5_n_1_f,3162757.0,1217.0,5.0,780.0,8.0,12.0
gemm,C_1_1_C_2_8_B_2_1_B_1_2_A_2_2__lp1_n_1_n_lp2_p_8_n_lp3_n_1_f_lp4_n_1_f_lp5_n_2_f,2114693.0,2812.0,26.0,2809.0,1.0,5.0
gemm,C_1_1_C_2_1_B_2_1_B_1_2_A_2_2__lp1_n_1_n_lp2_p_8_n_lp3_n_1_f_lp4_n_1_f_lp5_n_2_f,2114181.0,1402.0,8.0,1045.0,8.0,12.0
gemm,C_1_1_C_2_8_B_2_1_B_1_4_A_2_4__lp1_n_1_n_lp2_p_8_n_lp3_n_1_f_lp4_n_1_f_lp5_n_4_f,1590405.0,3015.0,26.0,3008.0,1.0,5.0
gemm,C_1_1_C_2_1_B_2_1_B_1_4_A_2_4__lp1_n_1_n_lp2_p_8_n_lp3_n_1_f_lp4_n_1_f_lp5_n_4_f,1589893.0,1778.0,14.0,1500.0,8.0,12.0
gemm,C_1_1_C_2_8_B_2_1_B_1_8_A_2_8__lp1_n_1_n_lp2_p_8_n_lp3_n_1_f_lp4_n_1_f_lp5_n_8_f,1328261.0,3205.0,26.0,3361.0,1.0,5.0
gemm,C_1_1_C_2_1_B_2_1_B_1_8_A_2_8__lp1_n_1_n_lp2_p_8_n_lp3_n_1_f_lp4_n_1_f_lp5_n_8_f,1327749.0,2049.0,17.0,1981.0,8.0,12.0
gemm,C_1_1_C_2_8_B_2_1_B_1_16_A_2_16__lp1_n_1_n_lp2_p_8_n_lp3_n_1_f_lp4_n_1_f_lp5_n_16_f,1197189.0,3468.0,26.0,3902.0,1.0,5.0
gemm,C_1_1_C_2_4_B_2_1_B_1_1_A_2_1__lp1_n_1_f_lp2_n_4_f_lp3_n_1_f_lp4_n_1_f_lp5_n_1_f,3164421.0,1542.0,14.0,1336.0,98.0,98.0
gemm,C_1_1_C_2_1_B_2_1_B_1_16_A_2_16__lp1_n_1_n_lp2_p_8_n_lp3_n_1_f_lp4_n_1_f_lp5_n_16_f,1196677.0,2310.0,17.0,2522.0,8.0,12.0
gemm,C_1_1_C_2_8_B_2_2_B_1_1_A_2_1__lp1_n_1_n_lp2_p_8_n_lp3_n_1_f_lp4_n_2_f_lp5_n_1_f,3157125.0,2873.0,26.0,2775.0,1.0,5.0
gemm,C_1_1_C_2_2_B_2_2_B_1_1_A_2_1__lp1_n_1_n_lp2_p_8_n_lp3_n_1_f_lp4_n_2_f_lp5_n_1_f,3159685.0,1605.0,8.0,1284.0,4.0,24.0
gemm,C_1_1_C_2_8_B_2_2_B_1_2_A_2_2__lp1_n_1_n_lp2_p_8_n_lp3_n_1_f_lp4_n_2_f_lp5_n_2_f,2108549.0,2962.0,26.0,2925.0,1.0,5.0
gemm,C_1_1_C_2_2_B_2_2_B_1_2_A_2_2__lp1_n_1_n_lp2_p_8_n_lp3_n_1_f_lp4_n_2_f_lp5_n_2_f,2111109.0,1694.0,8.0,1434.0,4.0,24.0
gemm,C_1_1_C_2_8_B_2_2_B_1_4_A_2_4__lp1_n_1_n_lp2_p_8_n_lp3_n_1_f_lp4_n_2_f_lp5_n_4_f,1584261.0,3254.0,26.0,3195.0,1.0,5.0
gemm,C_1_1_C_2_2_B_2_2_B_1_4_A_2_4__lp1_n_1_n_lp2_p_8_n_lp3_n_1_f_lp4_n_2_f_lp5_n_4_f,1586821.0,2154.0,14.0,1960.0,4.0,24.0
gemm,C_1_1_C_2_8_B_2_2_B_1_8_A_2_8__lp1_n_1_n_lp2_p_8_n_lp3_n_1_f_lp4_n_2_f_lp5_n_8_f,1322117.0,3689.0,26.0,3707.0,1.0,5.0
gemm,C_1_1_C_2_2_B_2_2_B_1_8_A_2_8__lp1_n_1_n_lp2_p_8_n_lp3_n_1_f_lp4_n_2_f_lp5_n_8_f,1324677.0,2673.0,17.0,2600.0,4.0,24.0
gemm,C_1_1_C_2_8_B_2_2_B_1_16_A_2_16__lp1_n_1_n_lp2_p_8_n_lp3_n_1_f_lp4_n_2_f_lp5_n_16_f,1191045.0,4295.0,26.0,4533.0,1.0,5.0
gemm,C_1_1_C_2_1_B_2_1_B_1_1_A_2_1__lp1_n_1_f_lp2_n_4_f_lp3_n_1_f_lp4_n_1_f_lp5_n_1_f,3167493.0,1041.0,5.0,749.0,146.0,146.0
gemm,C_1_1_C_2_2_B_2_2_B_1_16_A_2_16__lp1_n_1_n_lp2_p_8_n_lp3_n_1_f_lp4_n_2_f_lp5_n_16_f,1193605.0,3279.0,17.0,3426.0,4.0,24.0
gemm,C_1_1_C_2_8_B_2_1_B_1_1_A_2_1__lp1_n_1_n_lp2_p_8_n_lp3_n_1_f_lp4_n_1_f_lp5_p_1_f,848901.0,2844.0,26.0,2827.0,1.0,5.0
gemm,C_1_1_C_2_1_B_2_1_B_1_1_A_2_1__lp1_n_1_n_lp2_p_8_n_lp3_n_1_f_lp4_n_1_f_lp5_p_1_f,856581.0,1448.0,5.0,1109.0,8.0,12.0
gemm,C_1_1_C_2_8_B_2_1_B_1_1_A_2_1__lp1_n_1_n_lp2_p_8_n_lp3_n_1_n_lp4_n_1_n_lp5_p_1_n,849029.0,2787.0,26.0,2801.0,1.0,5.0
gemm,C_1_1_C_2_1_B_2_1_B_1_1_A_2_1__lp1_n_1_n_lp2_p_8_n_lp3_n_1_n_lp4_n_1_n_lp5_p_1_n,852613.0,1298.0,5.0,898.0,8.0,12.0
gemm,C_1_1_C_2_8_B_2_1_B_1_2_A_2_2__lp1_n_1_n_lp2_p_8_n_lp3_n_1_f_lp4_n_1_f_lp5_p_2_f,1102853.0,2811.0,26.0,2866.0,1.0,5.0
gemm,C_1_1_C_2_1_B_2_1_B_1_2_A_2_2__lp1_n_1_n_lp2_p_8_n_lp3_n_1_f_lp4_n_1_f_lp5_p_2_f,1106437.0,1322.0,5.0,956.0,8.0,12.0
gemm,C_1_1_C_2_8_B_2_1_B_1_2_A_2_2__lp1_n_1_n_lp2_p_8_n_lp3_n_1_n_lp4_n_1_n_lp5_p_2_n,1102981.0,2755.0,26.0,2854.0,1.0,5.0
gemm,C_1_1_C_2_1_B_2_1_B_1_2_A_2_2__lp1_n_1_n_lp2_p_8_n_lp3_n_1_n_lp4_n_1_n_lp5_p_2_n,1106565.0,1266.0,5.0,963.0,8.0,12.0
gemm,C_1_1_C_2_8_B_2_1_B_1_4_A_2_4__lp1_n_1_n_lp2_p_8_n_lp3_n_1_f_lp4_n_1_f_lp5_p_4_f,1102853.0,2897.0,26.0,3035.0,1.0,5.0
gemm,C_1_1_C_2_4_B_2_1_B_1_2_A_2_2__lp1_n_1_f_lp2_n_4_f_lp3_n_1_f_lp4_n_1_f_lp5_n_2_f,2115845.0,1634.0,14.0,1461.0,98.0,98.0
